epoch,accuracy,loss,val_accuracy,val_loss
0,0.420634925365448,4.624618053436279,0.5826771855354309,1.8599635362625122
1,0.4980158805847168,2.8471102714538574,0.4566929042339325,1.8936431407928467
2,0.5496031641960144,1.8915379047393799,0.29921260476112366,1.8811399936676025
3,0.5535714030265808,1.5609122514724731,0.18897637724876404,1.8696647882461548
4,0.6071428656578064,1.2680364847183228,0.28346458077430725,1.8152174949645996
5,0.6071428656578064,1.1419216394424438,0.5196850299835205,1.7292691469192505
6,0.6448412537574768,1.0964674949645996,0.5905511975288391,1.5665743350982666
7,0.64682537317276,1.0535935163497925,0.5905511975288391,1.4815603494644165
8,0.658730149269104,1.0284616947174072,0.5905511975288391,1.4429972171783447
9,0.6845238208770752,1.0083789825439453,0.5905511975288391,1.5018701553344727
10,0.6884920597076416,0.9661498069763184,0.5905511975288391,1.596690058708191
11,0.6944444179534912,0.9239141941070557,0.5905511975288391,1.8000783920288086
12,0.7222222089767456,0.9150688648223877,0.5905511975288391,1.9375205039978027
13,0.7142857313156128,0.8946989178657532,0.5905511975288391,2.1468169689178467
14,0.7460317611694336,0.7940206527709961,0.5905511975288391,2.3412363529205322
15,0.7599206566810608,0.793620228767395,0.5905511975288391,2.371596336364746
16,0.738095223903656,0.7696729898452759,0.5905511975288391,2.4518470764160156
17,0.7480158805847168,0.7846685647964478,0.5905511975288391,2.522418737411499
18,0.7480158805847168,0.7616490721702576,0.5905511975288391,2.4475514888763428
19,0.7678571343421936,0.704511821269989,0.5905511975288391,2.5348634719848633
20,0.7539682388305664,0.6857336759567261,0.5905511975288391,2.5590555667877197
21,0.7698412537574768,0.6917659640312195,0.5984252095222473,2.4632058143615723
22,0.7678571343421936,0.6469228267669678,0.5984252095222473,2.2932474613189697
23,0.7916666865348816,0.6648772358894348,0.6062992215156555,2.2548623085021973
24,0.7777777910232544,0.6271422505378723,0.6220472455024719,2.0767152309417725
25,0.7996031641960144,0.5778955221176147,0.6377952694892883,1.9748046398162842
26,0.807539701461792,0.5804664492607117,0.6535432934761047,1.7820407152175903
27,0.7797619104385376,0.597324550151825,0.6535432934761047,1.8099805116653442
28,0.795634925365448,0.5878203511238098,0.6614173054695129,1.4721814393997192
29,0.795634925365448,0.5570400357246399,0.6456692814826965,1.8558356761932373
30,0.807539701461792,0.592946469783783,0.6692913174629211,1.4772000312805176
31,0.795634925365448,0.5646066665649414,0.6929134130477905,1.305941104888916
32,0.8095238208770752,0.5662702918052673,0.7007874250411987,1.3197813034057617
33,0.8154761791229248,0.5175806879997253,0.7086614370346069,1.3692333698272705
34,0.7797619104385376,0.5511127710342407,0.7165354490280151,1.157745361328125
35,0.8015872836112976,0.5355018377304077,0.7322834730148315,1.1366572380065918
36,0.8055555820465088,0.5227949619293213,0.7401574850082397,1.0493524074554443
37,0.795634925365448,0.5270084142684937,0.7401574850082397,1.0115745067596436
38,0.795634925365448,0.4919693171977997,0.7559055089950562,0.9283059239387512
39,0.8035714030265808,0.4788356125354767,0.748031497001648,1.0718415975570679
40,0.807539701461792,0.45669594407081604,0.7637795209884644,0.7856264710426331
41,0.8194444179534912,0.47569704055786133,0.748031497001648,0.9688627123832703
42,0.7976190447807312,0.49409759044647217,0.7559055089950562,0.7734228372573853
43,0.8015872836112976,0.4819858968257904,0.7559055089950562,0.846645176410675
44,0.8055555820465088,0.45281967520713806,0.7559055089950562,0.8033371567726135
45,0.8095238208770752,0.4466443657875061,0.7637795209884644,0.6994743943214417
46,0.8154761791229248,0.43813642859458923,0.7637795209884644,0.6749665141105652
47,0.7916666865348816,0.46744289994239807,0.7716535329818726,0.800334095954895
48,0.8115079402923584,0.42615726590156555,0.7559055089950562,0.7881563305854797
49,0.8055555820465088,0.4358392357826233,0.7795275449752808,0.8053306937217712
50,0.807539701461792,0.4267711341381073,0.7716535329818726,0.6818975210189819
51,0.8055555820465088,0.43606534600257874,0.7716535329818726,0.7322515845298767
52,0.829365074634552,0.42330202460289,0.7637795209884644,0.6817423105239868
53,0.807539701461792,0.42089977860450745,0.7637795209884644,0.8022627830505371
54,0.8134920597076416,0.4539335072040558,0.7637795209884644,0.6477829217910767
55,0.8134920597076416,0.4344373643398285,0.7637795209884644,0.6102739572525024
56,0.8115079402923584,0.4376492202281952,0.7637795209884644,0.7102504372596741
57,0.8115079402923584,0.43562421202659607,0.7637795209884644,0.7174078822135925
58,0.807539701461792,0.43506091833114624,0.7637795209884644,0.667325496673584
59,0.817460298538208,0.4081493318080902,0.7637795209884644,0.724366307258606
60,0.8214285969734192,0.4130713641643524,0.7637795209884644,0.7104760408401489
61,0.8273809552192688,0.40194231271743774,0.7716535329818726,0.6843053698539734
62,0.8214285969734192,0.38977524638175964,0.7716535329818726,0.6874942183494568
63,0.817460298538208,0.41470497846603394,0.7795275449752808,0.7269283533096313
64,0.8134920597076416,0.42811211943626404,0.787401556968689,0.6653805375099182
65,0.8373016119003296,0.40901049971580505,0.7559055089950562,0.9737522602081299
66,0.829365074634552,0.3979380130767822,0.8188976645469666,0.6602507829666138
67,0.8353174328804016,0.42380067706108093,0.8267716765403748,0.7349259853363037
68,0.8472222089767456,0.3881421983242035,0.8110235929489136,0.6397408246994019
69,0.841269850730896,0.40106433629989624,0.8110235929489136,0.6376453042030334
70,0.8551587462425232,0.389166921377182,0.834645688533783,0.6963380575180054
71,0.851190447807312,0.38138023018836975,0.8031495809555054,0.7213131189346313
72,0.851190447807312,0.40306246280670166,0.7795275449752808,0.7524133920669556
73,0.8452380895614624,0.3990044891834259,0.787401556968689,0.7483725547790527
74,0.8650793433189392,0.3792943060398102,0.8110235929489136,0.7510107159614563
75,0.851190447807312,0.4118835926055908,0.8110235929489136,0.8520658016204834
76,0.851190447807312,0.4237675666809082,0.8031495809555054,0.6735020279884338
77,0.8611111044883728,0.3797985911369324,0.8188976645469666,0.7847516536712646
78,0.8571428656578064,0.3930336534976959,0.8188976645469666,0.8226669430732727
79,0.8551587462425232,0.38999778032302856,0.834645688533783,0.6439322829246521
80,0.8571428656578064,0.3923417329788208,0.8188976645469666,0.7791385054588318
81,0.8591269850730896,0.37453728914260864,0.7952755689620972,0.9549388885498047
82,0.8611111044883728,0.38421356678009033,0.834645688533783,0.6756154298782349
83,0.8650793433189392,0.37535208463668823,0.8110235929489136,0.7300317883491516
84,0.863095223903656,0.391193687915802,0.8267716765403748,0.689359724521637
85,0.863095223903656,0.37783604860305786,0.8031495809555054,0.6235936880111694
86,0.8591269850730896,0.38449984788894653,0.787401556968689,0.7327116131782532
87,0.85317462682724,0.3978882133960724,0.8267716765403748,0.6881297826766968
88,0.8650793433189392,0.3862822651863098,0.834645688533783,0.6697561740875244
