epoch,accuracy,loss,val_accuracy,val_loss
89,0.863095223903656,0.3759949207305908,0.8188976645469666,0.8761842846870422
90,0.85317462682724,0.385816365480423,0.834645688533783,0.6236624717712402
91,0.8432539701461792,0.4299384653568268,0.8267716765403748,0.7560262680053711
92,0.8591269850730896,0.3794226348400116,0.8267716765403748,0.8447859287261963
93,0.8492063283920288,0.40911003947257996,0.834645688533783,0.6783395409584045
94,0.8571428656578064,0.38610267639160156,0.8110235929489136,0.7690321803092957
95,0.8551587462425232,0.40459543466567993,0.8031495809555054,0.9921746850013733
96,0.863095223903656,0.3751523196697235,0.8267716765403748,0.7174987196922302
97,0.875,0.36634165048599243,0.8188976645469666,0.6730777025222778
98,0.8650793433189392,0.37705564498901367,0.834645688533783,0.7418105006217957
99,0.8650793433189392,0.3707047402858734,0.8110235929489136,0.8635727763175964
